battery_id,cycle,Q_dot_W_m3,t_cycle_s,T_core_FTCS,T_surface_FTCS,delta_T_FTCS,T_core_Greens,T_surface_Greens,delta_T_Greens,error_core,error_surface
B5,184,1117.8338,3873.02,25.512828295832588,25.469675058006967,0.04315323782562075,25.5251,25.486,0.0391,-0.012271704167410746,-0.016324941993033804
B5,185,1282.0306,3860.84,25.58790595529924,25.538435518358103,0.04947043694113873,25.602,25.5572,0.0448,-0.014094044700758701,-0.01876448164189881
B5,186,1255.0195,3874.87,25.57579423691555,25.527342523425368,0.04845171349018074,25.5896,25.5457,0.0439,-0.013805763084452138,-0.01835747657463216
B5,187,1065.2718,3858.07,25.48846404403767,25.447361398231774,0.04110264580589629,25.5002,25.4629,0.0372,-0.01173595596232957,-0.015538601768227522
B5,188,1281.0815,3828.65,25.58681689413726,25.53743914382536,0.04937775031190128,25.6008,25.5561,0.0447,-0.013983105862738654,-0.018660856174641083
B5,189,1367.3059,3815.17,25.626013097217193,25.573337659914777,0.05267543730241542,25.641,25.5933,0.0477,-0.014986902782805345,-0.019962340085221797
B5,190,1223.625,3776.35,25.559436576560657,25.512364444567563,0.04707213199309379,25.5727,25.5301,0.0426,-0.01326342343934428,-0.017735555432437877
B5,191,1127.8534,3731.03,25.51477648754948,25.471463547679754,0.0433129398697254,25.527,25.4877,0.0392,-0.012223512450521667,-0.016236452320246286
B5,192,1207.2389,3749.88,25.551398473272798,25.50500356011459,0.04639491315820621,25.5645,25.5225,0.042,-0.013101526727201218,-0.017496439885409387
B5,193,1230.9944,3729.74,25.561819842578746,25.51454875922091,0.0472710833578347,25.5751,25.5323,0.0428,-0.01328015742125288,-0.01775124077908785
B5,194,1081.0751,3717.61,25.49316840812688,25.451673970862906,0.041494437263974504,25.5048,25.4673,0.0376,-0.011631591873118907,-0.015626029137095543
B5,195,1406.1736,3700.41,25.641033127316955,25.587098285192496,0.05393484212445898,25.6562,25.6073,0.0488,-0.015166872683042953,-0.020201714807502213
B5,196,1270.016,3673.49,25.57833850971913,25.529679632286012,0.048658877433119585,25.592,25.5479,0.0441,-0.013661490280867383,-0.018220367713986718
B5,197,1254.5519,3663.86,25.57107612845798,25.523028630930746,0.048047497527235805,25.5845,25.541,0.0435,-0.013423871542016741,-0.01797136906925445
B5,198,1380.6961,3656.1,25.628304554081627,25.5754424528559,0.05286210122572754,25.6431,25.5952,0.0479,-0.014795445918373673,-0.019757547144099163
B5,199,1235.3111,3642.0,25.56182017136573,25.514552225339557,0.04726794602617446,25.575,25.5322,0.0428,-0.01317982863426792,-0.01764777466044265
B5,200,949.6674,3639.95,25.431864338774144,25.395530115468812,0.03633422330533165,25.442,25.4091,0.0329,-0.010135661225856296,-0.01356988453118646
B5,201,1233.4079,3589.67,25.559703377895705,25.512615542758347,0.047087835137357814,25.5728,25.5301,0.0426,-0.013096622104296074,-0.017484457241653928
B5,202,1212.6096,3570.52,25.549806696426185,25.503552210187223,0.046254486238961334,25.5626,25.5207,0.0419,-0.012793303573815251,-0.017147789812778313
B5,203,1252.0145,3522.34,25.566429464458402,25.518778538992173,0.047650925466228955,25.5796,25.5364,0.0431,-0.013170535541597417,-0.017621461007827577
B5,204,973.7876,3525.41,25.440616575249763,25.403549570627668,0.03706700462209511,25.4508,25.4173,0.0335,-0.010183424750238146,-0.013750429372333173
B5,205,1120.9323,3484.19,25.50622134366467,25.463636897662635,0.04258444600203504,25.5179,25.4794,0.0385,-0.011678656335330828,-0.015763102337363222
B5,206,1378.8649,3485.58,25.622750221453774,25.570363039101686,0.0523871823520885,25.6371,25.5897,0.0474,-0.014349778546225878,-0.019336960898314715
B5,207,1203.2322,3467.06,25.542944049367993,25.497271130932194,0.04567291843579824,25.5554,25.5141,0.0413,-0.012455950632006108,-0.016828869067804675
B5,208,1140.7396,3438.37,25.514012056072335,25.470774112845945,0.04323794322639074,25.5258,25.4867,0.0391,-0.011787943927664912,-0.015925887154054408
B5,209,1218.7796,3436.79,25.549135498188132,25.50294308909053,0.04619240909760336,25.5617,25.5199,0.0418,-0.01256450181186608,-0.016956910909470935
B5,210,1246.2071,3441.43,25.561618969683835,25.514376266152553,0.047242703531281904,25.5745,25.5318,0.0427,-0.01288103031616572,-0.017423733847447664
B5,211,1149.7941,3365.47,25.516150777922768,25.47273608773058,0.043414690192186356,25.5279,25.4886,0.0393,-0.01174922207723128,-0.01586391226942041
B5,212,1037.6652,3405.61,25.466800480550827,25.42753515388371,0.039265326667116796,25.4775,25.4419,0.0355,-0.010699519449172357,-0.014364846116290408
B5,213,1341.2485,3353.71,25.601726490965007,25.551114424250418,0.05061206671458862,25.6154,25.5696,0.0458,-0.013673509034994424,-0.018485575749583205
B5,214,1150.3401,3366.36,25.516423296666186,25.472985639478434,0.043437657187752166,25.5282,25.4889,0.0393,-0.011776703333811867,-0.015914360521566806
B5,215,1289.0428,3331.26,25.577600519714174,25.52901887470103,0.04858164501314377,25.5907,25.5467,0.0439,-0.013099480285823972,-0.017681125298970812
B5,216,1161.9511,3311.59,25.52009224007706,25.476348500299835,0.04374373977722357,25.5318,25.4923,0.0396,-0.011707759922941818,-0.015951499700165073
B5,217,1412.8611,3265.86,25.63074786316426,25.577699845239337,0.05304801792492242,25.6449,25.597,0.048,-0.014152136835740237,-0.019300154760664157
B5,218,1266.6913,3283.3,25.56606314982387,25.518454397162976,0.04760875266089215,25.5788,25.5358,0.0431,-0.012736850176132464,-0.0173456028370218
B5,219,936.775,3279.4,25.418533214794845,25.38333262760568,0.0352005871891663,25.428,25.3961,0.0318,-0.009466785205155759,-0.012767372394321796
B5,220,1131.9256,3233.74,25.504377505724904,25.461959223036,0.04241828268890302,25.5157,25.4773,0.0384,-0.011322494275095352,-0.015340776963999048
B6,1,1159.1521,7177.29,25.551961100168224,25.505482680984308,0.046478419183916486,25.5669,25.5247,0.0422,-0.014938899831776098,-0.01921731901569146
B6,2,1246.612,7126.0,25.593544114790667,25.5435642551235,0.049979859667168114,25.6096,25.5642,0.0454,-0.0160558852093331,-0.02063574487650044
B6,3,1198.3324,7157.8,25.57059486765707,25.522547409410127,0.048047458246944785,25.5861,25.5424,0.0437,-0.015505132342926942,-0.019852590589874097
B6,4,1074.1124,7124.55,25.511410966812974,25.46834719747109,0.043063769341884495,25.5253,25.4861,0.0391,-0.013889033187027167,-0.01775280252891065
B6,5,1215.5804,7117.36,25.578757993190564,25.53002322800175,0.04873476518881503,25.5945,25.5502,0.0443,-0.01574200680943605,-0.020176771998251297
B6,6,1018.8072,7086.05,25.485038196114978,25.44419522958299,0.04084296653198649,25.4982,25.4611,0.0371,-0.01316180388502275,-0.016904770417006887
B6,7,1204.15,7081.34,25.573270658434385,25.52499802803222,0.04827263040216678,25.5888,25.5449,0.0439,-0.015529341565613919,-0.019901971967779986
B6,8,1225.1614,7054.01,25.583238386350153,25.53412647137253,0.04911191497762246,25.599,25.5544,0.0446,-0.01576161364984685,-0.020273528627470228
B6,9,1376.9772,7022.41,25.655462053126392,25.600268578212685,0.05519347491370752,25.6732,25.6231,0.0502,-0.01773794687360919,-0.02283142178731623
B6,10,1164.2669,7019.75,25.554205485122562,25.507538369723704,0.04666711539885782,25.5692,25.5268,0.0424,-0.014994514877436416,-0.019261630276297126
B6,11,1240.9732,7035.57,25.590740583943596,25.5409969807476,0.04974360319599569,25.6068,25.5615,0.0452,-0.01605941605640382,-0.020503019252398502
B6,12,1077.442,7011.5,25.512866131349472,25.46968002915242,0.04318610219705121,25.5268,25.4875,0.0392,-0.013933868650529035,-0.01781997084757947
B6,13,1273.2117,6977.32,25.606003257531896,25.55497458248154,0.05102867505035391,25.6224,25.576,0.0464,-0.016396742468103298,-0.021025417518458767
B6,14,1313.8037,6932.88,25.6252549025171,25.57260524311663,0.05264965940046906,25.6422,25.5943,0.0478,-0.01694509748289974,-0.021694756883370303
B6,15,1252.5642,6944.47,25.59612745192753,25.545930446338623,0.05019700558890605,25.6123,25.5667,0.0456,-0.016172548072471926,-0.02076955366137767
B6,16,1222.3011,6903.34,25.581664018131505,25.532685001393595,0.04897901673790983,25.5974,25.5529,0.0445,-0.01573598186849523,-0.020214998606405743
B6,17,1518.7372,6901.87,25.722728109564517,25.661870795780747,0.060857313783770906,25.7423,25.687,0.0553,-0.019571890435482686,-0.025129204219254575
B6,18,1211.347,6881.4,25.5764182185491,25.527880975206575,0.04853724334252618,25.592,25.5479,0.0441,-0.015581781450897836,-0.020019024793423768
B6,19,1187.9052,6879.62,25.56526123369359,25.517663466674147,0.04759776701944318,25.5806,25.5373,0.0433,-0.015338766306410179,-0.019636533325851246
B6,20,1199.1061,6825.47,25.57050746644466,25.52246806987082,0.048039396573841486,25.5859,25.5423,0.0437,-0.015392533555338872,-0.019831930129182496
B6,21,1300.1772,6841.5,25.618622711486637,25.566531743258558,0.05209096822807879,25.6353,25.588,0.0473,-0.01667728851336392,-0.021468256741442815
B6,22,1140.7772,6796.25,25.542712030559464,25.49701320728463,0.04569882327483299,25.5574,25.5159,0.0415,-0.014687969440537074,-0.018886792715367307
B6,23,1075.8063,6817.32,25.511832907831014,25.46873420091164,0.04309870691937334,25.5257,25.4865,0.0392,-0.013867092168986517,-0.017765799088358847
B6,24,1147.4549,6778.56,25.545861720305666,25.49989772066987,0.045963999635795005,25.5606,25.5188,0.0418,-0.014738279694334722,-0.01890227933012767
B6,25,1209.5253,6725.74,25.57530026660149,25.52685754726181,0.04844271933968258,25.5908,25.5468,0.044,-0.015499733398510074,-0.019942452738192173
B6,26,1398.8116,6730.64,25.665342599592847,25.609317919085687,0.056024680507160696,25.6833,25.6324,0.0509,-0.01795740040715188,-0.023082080914313963
B6,27,1280.7218,6694.04,25.60910605423062,25.55781683412575,0.051289220104870026,25.6255,25.5789,0.0466,-0.016393945769380025,-0.021083165874252074
B6,28,1294.4531,6681.17,25.61561186572576,25.5637748678384,0.05183699788736007,25.6322,25.5851,0.0471,-0.016588134274240218,-0.021325132161599925
B6,29,1344.1334,6652.18,25.63918034043768,25.585358872012367,0.05382146842531199,25.6564,25.6075,0.0489,-0.017219659562321965,-0.022141127987634235
B6,30,1313.5707,6646.15,25.624634788854717,25.57203813084827,0.05259665800644697,25.6415,25.5937,0.0478,-0.01686521114528361,-0.021661869151728297
B6,31,1141.2166,6659.5,25.542699544628878,25.49700211419342,0.04569743043545671,25.5573,25.5158,0.0415,-0.014600455371123644,-0.018797885806577597
B6,32,1137.2566,6640.78,25.54078360678372,25.49524755638015,0.04553605040356956,25.5554,25.514,0.0414,-0.014616393216279278,-0.0187524436198494
B6,33,1069.6102,6583.0,25.508520313944192,25.465701104929064,0.04281920901512848,25.5222,25.4833,0.0389,-0.01367968605580927,-0.017598895070936038
B6,34,1234.0485,6588.67,25.58670939537213,25.537306372393235,0.04940302297889332,25.6025,25.5576,0.0449,-0.015790604627870408,-0.02029362760676534
B6,35,1340.1335,6546.92,25.637054368795454,25.583412260697646,0.053642108097808006,25.6542,25.6055,0.0487,-0.017145631204545708,-0.022087739302353526
B6,36,1033.056,6558.97,25.491100467581997,25.449748134538005,0.04135233304399222,25.5043,25.4668,0.0376,-0.013199532418003201,-0.017051865461993998
B6,37,1182.4625,6558.64,25.562126241597923,25.51479329632549,0.04733294527243359,25.5773,25.5343,0.043,-0.015173758402077908,-0.019506703674512238
B6,38,1381.9539,6547.89,25.656936665277268,25.60162039780541,0.05531626747185925,25.6746,25.6244,0.0503,-0.017663334722733737,-0.02277960219459274
B6,39,1266.4742,6513.94,25.601969098557195,25.55128139570165,0.05068770285554436,25.6182,25.5721,0.0461,-0.01623090144280681,-0.020818604298348475
B6,40,1387.7348,6479.54,25.65952417876287,25.60399028164637,0.055533897116497144,25.6773,25.6268,0.0505,-0.017775821237130174,-0.022809718353627773
B6,41,1158.8026,6458.47,25.550679619182194,25.50431082555398,0.04636879362821489,25.5655,25.5234,0.0421,-0.014820380817806011,-0.01908917444601954
B6,42,1198.0819,6443.21,25.569313477749205,25.521375709847106,0.04793776790209847,25.5846,25.5411,0.0436,-0.01528652225079341,-0.019724290152893786
B6,43,1110.9612,6434.42,25.527896702735333,25.483446369679534,0.04445033305579926,25.5421,25.5017,0.0404,-0.01420329726466818,-0.018253630320465675
B6,44,1350.5794,6399.08,25.641669131278928,25.587638986010827,0.05403014526810068,25.6589,25.6098,0.0491,-0.0172308687210716,-0.02216101398917303
B6,45,1292.3015,6399.49,25.613980918754983,25.56228219021237,0.0516987285426147,25.6305,25.5835,0.047,-0.01651908124501844,-0.021217809787632547
B6,46,1174.915,6396.84,25.558204316959166,25.511202126248254,0.04700219071091283,25.5732,25.5305,0.0427,-0.01499568304083354,-0.01929787375174641
B6,47,1096.8064,6378.58,25.5210574492043,25.4771831746861,0.04387427451819903,25.535,25.4952,0.0399,-0.013942550795700726,-0.018016825313900142
B6,48,1141.968,6344.19,25.54243612684098,25.49676183444046,0.04567429240051979,25.557,25.5155,0.0415,-0.014563873159019636,-0.01873816555954022
B6,49,1225.9355,6316.96,25.582253912526667,25.533226979891356,0.04902693263531077,25.5979,25.5533,0.0445,-0.01564608747333196,-0.020073020108643647
B6,50,1251.4929,6289.41,25.594322451931145,25.544279432241275,0.050043019689869794,25.6103,25.5648,0.0455,-0.015977548068853764,-0.02052056775872657
B6,51,1225.7092,6301.49,25.58210806119978,25.533093468779974,0.049014592419805325,25.5977,25.5532,0.0445,-0.015591938800220362,-0.02010653122002637
B6,52,1249.6414,6250.69,25.5933427883222,25.54338241311223,0.04996037520997021,25.6092,25.5638,0.0454,-0.015857211677801075,-0.02041758688777051
B6,53,1114.363,6236.28,25.529076713968944,25.484527694295068,0.0445490196738767,25.5432,25.5028,0.0405,-0.014123286031054505,-0.01827230570493299
B6,54,1083.1391,6245.22,25.514273094112447,25.470970528304687,0.043302565807760374,25.528,25.4887,0.0393,-0.013726905887551766,-0.017729471695314913
B6,55,1351.2764,6199.28,25.64144932863713,25.58743854168763,0.05401078694950101,25.6586,25.6095,0.0491,-0.017150671362870185,-0.02206145831237194
B6,56,1170.4792,6196.72,25.555618622526374,25.50883489187278,0.04678373065359409,25.5705,25.528,0.0425,-0.014881377473624724,-0.01916510812721839
B6,57,1360.5911,6179.92,25.645811772389678,25.591433754056407,0.05437801833327072,25.6631,25.6137,0.0494,-0.017288227610322338,-0.022266245943594498
B6,58,1189.3839,6135.89,25.56442737330294,25.516902190825963,0.04752518247697779,25.5795,25.5363,0.0432,-0.015072626697058666,-0.01939780917403766
B6,59,1334.6955,6135.83,25.633385633712074,25.58005411712684,0.05333151658523505,25.6503,25.6019,0.0484,-0.016914366287927862,-0.021845882873162026
B6,60,1280.0366,6129.61,25.607429029594112,25.55628310514979,0.0511459244443202,25.6237,25.5772,0.0465,-0.016270970405887653,-0.020916894850209644
B6,61,1211.1078,6055.97,25.574502502299175,25.526129348525878,0.04837315377329787,25.5898,25.5459,0.0439,-0.015297497700824891,-0.019770651474122047
B6,62,1191.7453,6085.85,25.56540586292138,25.51779851054953,0.047607352371851874,25.5805,25.5373,0.0432,-0.015094137078619951,-0.019501489450469478
B6,63,1351.8151,6057.55,25.641255327238476,25.58726157016991,0.05399375706856446,25.6584,25.6093,0.049,-0.01714467276152476,-0.022038429830089967
B6,64,1228.891,6091.44,25.58304551200948,25.53395287022391,0.04909264178557038,25.5986,25.554,0.0446,-0.015554487990520727,-0.020047129776088468
B6,65,1082.0561,6048.04,25.51326505570441,25.47004813095835,0.04321692474605854,25.527,25.4877,0.0393,-0.0137349442955923,-0.01765186904165006
B6,66,1144.6658,6017.99,25.5428746130391,25.497164700558578,0.04570991248052181,25.5573,25.5158,0.0415,-0.014425386960901676,-0.018635299441420727
B6,67,1069.2018,5991.6,25.507012235257474,25.464322038448856,0.04269019680861774,25.5205,25.4817,0.0388,-0.013487764742524888,-0.01737796155114424
B6,68,1126.0617,5970.07,25.533910648296768,25.488955717050306,0.04495493124646188,25.5481,25.5073,0.0408,-0.014189351703233655,-0.0183442829496947
B6,69,1084.1681,5954.16,25.514000368241625,25.470721942169273,0.04327842607235155,25.5277,25.4884,0.0393,-0.013699631758374409,-0.01767805783072518
B6,70,1181.6316,5971.42,25.56026171772544,25.51308803857572,0.047173679149718595,25.5752,25.5323,0.0429,-0.014938282274560066,-0.019211961424279167
B6,71,1274.0276,5924.86,25.603908623904392,25.553060153596572,0.05084847030781958,25.62,25.5738,0.0462,-0.016091376095609178,-0.0207398464034263
B6,72,1139.1944,5932.03,25.540019360704687,25.494550262363113,0.045469098341573755,25.5544,25.5131,0.0413,-0.014380639295314523,-0.018549737636888608
B6,73,1248.4966,5880.57,25.591650548970463,25.541834436987777,0.049816111982686095,25.6074,25.5621,0.0452,-0.015749451029535066,-0.02026556301222371
B6,74,1236.4347,5874.56,25.58591301953126,25.536580032433296,0.04933298709796574,25.6015,25.5567,0.0448,-0.015586980468739853,-0.020119967566703423
B6,75,1190.6004,5881.99,25.564217537909144,25.516711240059145,0.04750629784999916,25.5792,25.5361,0.0432,-0.014982462090856075,-0.019388759940856204
B6,76,1474.9447,5841.6,25.69879300552943,25.63995591691996,0.05883708860947223,25.7173,25.6639,0.0534,-0.01850699447057025,-0.02394408308004259
B6,77,1174.4657,5805.19,25.556303257775337,25.509463745778472,0.04683951199686476,25.5711,25.5285,0.0425,-0.014796742224664428,-0.019036254221528992
B6,78,1297.2491,5808.41,25.614473429652175,25.562736098452493,0.051737331199682046,25.6308,25.5838,0.047,-0.016326570347825253,-0.021063901547506703
B6,79,1268.1684,5773.55,25.60056221316108,25.549996387472824,0.05056582568825618,25.6165,25.5705,0.0459,-0.015937786838918555,-0.020503612527175363
B6,80,1291.4079,5753.34,25.61148318214881,25.559997969200133,0.05148521294867692,25.6277,25.5809,0.0468,-0.016216817851191223,-0.020902030799867077
B6,81,1117.7959,5744.9,25.5292470022684,25.48468589847164,0.04456110379675948,25.5433,25.5028,0.0405,-0.014052997731599959,-0.01811410152836146
B6,82,1196.0455,5730.6,25.566241532007666,25.518565677789752,0.04767585421791409,25.5812,25.5379,0.0433,-0.014958467992332913,-0.019334322210248445
B6,83,1204.5199,5698.58,25.570125414123435,25.52212274705228,0.04800266707115597,25.5852,25.5416,0.0436,-0.015074585876565294,-0.019477252947719847
B6,84,1245.4759,5697.5,25.589506579924596,25.539872089541806,0.049634490382789664,25.6051,25.56,0.0451,-0.015593420075404651,-0.020127910458192844
B6,85,1297.5412,5684.23,25.61409063869869,25.562386344489763,0.0517042942089283,25.6303,25.5834,0.047,-0.016209361301307013,-0.02101365551023804
B6,86,1282.1543,5635.6,25.606591995885417,25.555519396674516,0.051072599210900904,25.6226,25.5762,0.0464,-0.01600800411458181,-0.02068060332548427
B6,87,1366.9074,5622.92,25.646625541711593,25.592182377796277,0.054443163915316006,25.6637,25.6142,0.0494,-0.01707445828840548,-0.022017622203723164
B6,88,1342.6634,5593.93,25.635015206891023,25.581549803969178,0.05346540292184443,25.6518,25.6032,0.0486,-0.016784793108978846,-0.021650196030822855
B6,89,1319.5453,5615.44,25.624184904389256,25.57163120346563,0.0525537009236281,25.6406,25.5929,0.0477,-0.016415095610742725,-0.02126879653437186
B6,90,1341.5218,5588.34,25.634448075171598,25.58103046435995,0.0534176108116462,25.6512,25.6027,0.0485,-0.0167519248284016,-0.021669535640047144
B6,91,1283.7074,5544.13,25.606893139719322,25.555795857553143,0.051097282166178815,25.6229,25.5765,0.0464,-0.016006860280679547,-0.020704142446856366
B6,92,1180.9626,5555.75,25.558370733545637,25.511358708108343,0.04701202543729366,25.5731,25.5304,0.0427,-0.014729266454363454,-0.019041291891657153
B6,93,1171.4527,5508.04,25.553658734291584,25.507043770075207,0.046614964216377786,25.5682,25.5259,0.0423,-0.014541265708416518,-0.01885622992479341
B6,94,1307.1598,5525.01,25.617884621103286,25.565862061645625,0.052022559457661544,25.6341,25.5869,0.0472,-0.016215378896713872,-0.021037938354375285
B6,95,1006.9166,5471.53,25.475747213266658,25.435692191604765,0.040055021661892454,25.4882,25.4519,0.0364,-0.01245278673334127,-0.01620780839523306
B6,96,1268.6223,5514.91,25.599616097342818,25.54913173014272,0.050484367200098745,25.6154,25.5695,0.0458,-0.015783902657183546,-0.020368269857282684
B6,97,980.7326,5465.97,25.46335177321916,25.42434040953141,0.03901136368774871,25.4755,25.4401,0.0354,-0.012148226780841043,-0.015759590468590545
B6,98,1384.211,5440.18,25.6538309174926,25.598782610605262,0.055048306887336196,25.671,25.621,0.05,-0.0171690825074009,-0.022217389394736387
B6,99,1279.0389,5425.48,25.60407217002239,25.553213351179487,0.05085881884290444,25.6199,25.5737,0.0462,-0.01582782997761001,-0.020486648820511988
B6,100,1176.4216,5416.3,25.55556241804941,25.508787864386807,0.04677455366260119,25.5701,25.5277,0.0425,-0.014537581950591516,-0.01891213561319205
B6,101,1047.0132,5381.47,25.494290809022477,25.452675152103186,0.0416156569192907,25.5072,25.4694,0.0378,-0.012909190977524077,-0.016724847896814055
B6,102,1194.4489,5349.4,25.56372428485015,25.516263103653497,0.04746118119665255,25.5785,25.5354,0.0431,-0.014775715149848878,-0.019136896346502397
B6,103,1584.1693,5350.37,25.747661325986545,25.68471407165576,0.06294725433078696,25.7672,25.7101,0.0572,-0.019538674013453772,-0.02538592834424236
B6,104,1222.408,5327.08,25.576797087855102,25.528235469246308,0.04856161860879382,25.5919,25.5478,0.0441,-0.015102912144897118,-0.01956453075369069
B6,105,981.7785,5291.05,25.463090211157404,25.42410204234635,0.03898816881105205,25.4752,25.4398,0.0354,-0.012109788842597169,-0.015697957653650008
B6,106,1289.4667,5276.88,25.608132928727485,25.556933563041625,0.0511993656858607,25.624,25.5775,0.0465,-0.0158670712725133,-0.02056643695837579
B6,107,1451.6845,5300.68,25.684802964405556,25.627148408494328,0.05765455591122759,25.7027,25.6503,0.0523,-0.017897035594444333,-0.023151591505673252
B6,108,1138.7813,5283.75,25.537105454572387,25.491885909051696,0.045219545520691184,25.5511,25.5101,0.0411,-0.013994545427614469,-0.018214090948305284
B6,109,1271.2996,5242.76,25.599354589338372,25.54889460871856,0.05045998061981294,25.615,25.5692,0.0458,-0.015645410661626613,-0.02030539128143971
B6,110,1098.2203,5182.71,25.517422562530985,25.473861001797548,0.04356156073343698,25.5309,25.4913,0.0395,-0.013477437469013864,-0.01743899820245076
B6,111,1091.3765,5243.1,25.514532482533607,25.47121371586263,0.04331876667097845,25.5279,25.4886,0.0393,-0.013367517466392087,-0.01738628413737331
B6,112,1235.9586,5168.27,25.58222383001879,25.533206826980702,0.04901700303808809,25.5973,25.5529,0.0445,-0.015076169981210086,-0.019693173019298627
B6,113,1248.6009,5155.88,25.5880967689302,25.538585455807727,0.0495113131224727,25.6034,25.5584,0.0449,-0.015303231069800916,-0.01981454419227191
B6,114,1127.2135,5138.53,25.53082021967775,25.4861311249199,0.044689094757849546,25.5446,25.504,0.0406,-0.013779780322249024,-0.01786887508010082
B6,115,876.1215,5144.03,25.41260347595896,25.37786686163114,0.03473661432781938,25.4233,25.3918,0.0315,-0.010696524041041044,-0.013933138368859233
B6,116,1034.1603,5110.96,25.486842319637415,25.445855915494672,0.04098640414274257,25.4995,25.4623,0.0372,-0.012657680362586632,-0.016444084505327083
B6,117,1508.3879,5074.75,25.709786045588626,25.650030872494177,0.05975517309444811,25.7282,25.6739,0.0542,-0.0184139544113755,-0.023869127505822263
B6,118,1311.0645,5096.7,25.61709616120414,25.5651440724141,0.051952088790041984,25.6331,25.5859,0.0472,-0.016003838795857206,-0.02075592758589906
B6,119,1162.4668,5036.3,25.546751023234396,25.500721777973123,0.04602924526127339,25.5609,25.5191,0.0418,-0.014148976765604004,-0.018378222026878888
B6,120,1242.7738,5033.36,25.584500447307473,25.535293231199024,0.04920721610844936,25.5996,25.5549,0.0447,-0.01509955269252572,-0.019606768800976226
B6,121,1369.8528,5035.29,25.644284262835534,25.590044014108507,0.054240248727026596,25.6609,25.6117,0.0492,-0.01661573716446796,-0.02165598589149198
B6,122,1250.6425,5001.55,25.58796624086262,25.538467617144832,0.04949862371778835,25.6031,25.5582,0.0449,-0.01513375913738102,-0.01973238285516743
B6,123,1185.8581,5000.24,25.557498305068915,25.51056467684152,0.04693362822739644,25.5719,25.5293,0.0426,-0.014401694931084563,-0.01873532315848081
B6,124,883.9671,4937.22,25.41522651798757,25.380270741671612,0.034955776315957365,25.4259,25.3942,0.0317,-0.010673482012428792,-0.013929258328388983
B6,125,1232.342,4953.84,25.578997761153598,25.53025472844619,0.04874303270740654,25.5939,25.5497,0.0442,-0.014902238846403293,-0.019445271553809818
B6,126,1133.3267,4946.17,25.532423222106296,25.487601159257835,0.044822062848460575,25.5461,25.5054,0.0407,-0.013676777893703473,-0.017798840742166533
B6,127,1262.3877,4933.35,25.592950033082165,25.543032682178442,0.049917350903722735,25.6082,25.5629,0.0453,-0.015249966917835422,-0.01986731782155715
B6,128,1438.6685,4914.2,25.67557364153785,25.618700918122176,0.05687272341567251,25.6929,25.6413,0.0516,-0.017326358462153024,-0.022599081877825
B6,129,1183.3718,4863.87,25.55529369164009,25.50854727691142,0.04674641472867336,25.5695,25.5271,0.0424,-0.01420630835990977,-0.018552723088582468
B6,130,1283.7362,4865.72,25.60240679580019,25.551694220738188,0.05071257506200055,25.6179,25.5718,0.046,-0.015493204199810151,-0.020105779261811563
B6,131,1113.1654,4834.23,25.522123924504843,25.478170200397187,0.043953724107655745,25.5355,25.4956,0.0399,-0.013376075495155959,-0.017429799602812324
B6,132,1156.6069,4829.57,25.542463641222227,25.496797724576783,0.045665916645443616,25.5563,25.5149,0.0414,-0.013836358777773228,-0.018102275423217407
B6,133,1205.0961,4810.64,25.565044551139177,25.517477970215392,0.047566580923785295,25.5795,25.5363,0.0432,-0.014455448860822173,-0.018822029784608674
B6,134,1163.5985,4817.17,25.54564070011661,25.49970749050487,0.0459332096117393,25.5596,25.5179,0.0417,-0.013959299883389065,-0.018192509495129627
B6,135,1195.3944,4765.35,25.56010229721272,25.51295238027303,0.04714991693968784,25.5744,25.5316,0.0428,-0.014297702787281708,-0.018647619726969822
B6,136,1374.8058,4772.31,25.644236268712,25.590003767423973,0.054232501288026924,25.6607,25.6115,0.0492,-0.01646373128799894,-0.02149623257602684
B6,137,1207.9638,4761.15,25.56595601969933,25.51831338694749,0.04764263275183822,25.5804,25.5372,0.0432,-0.01444398030067262,-0.018886613052508494
B6,138,1246.6673,4739.31,25.583884702426246,25.534733139152653,0.04915156327359327,25.5988,25.5542,0.0446,-0.014915297573754316,-0.0194668608473485
B6,139,1178.5539,4692.22,25.55155775805704,25.505128151574493,0.04642960648254757,25.5656,25.5235,0.0421,-0.014042241942959777,-0.018371848425505988
B6,140,1399.6864,4653.76,25.654617603489896,25.599513189861042,0.05510441362885388,25.6712,25.6212,0.05,-0.016582396510102626,-0.021686810138959345
B6,141,1286.1904,4677.65,25.60178411508497,25.55112673210982,0.050657382975149545,25.6171,25.5711,0.046,-0.015315884915029443,-0.019973267890179613
B6,142,1155.5646,4655.56,25.540463268190152,25.494968111163704,0.045495157026447686,25.5542,25.5129,0.0413,-0.0137367318098498,-0.017931888836294263
B6,143,1259.0204,4619.61,25.58847828455655,25.538941898831457,0.049536385725094334,25.6034,25.5584,0.0449,-0.014921715443449557,-0.019458101168542186
B6,144,1118.3379,4600.61,25.522543577208815,25.478557662665477,0.04398591454333811,25.5358,25.4959,0.0399,-0.013256422791183553,-0.017342337334522284
B6,145,1470.1478,4585.86,25.68673906107853,25.62893203216143,0.05780702891710021,25.7041,25.6517,0.0524,-0.017360938921470392,-0.022767967838571934
B6,146,1255.4502,4581.23,25.58640049469483,25.5370396530107,0.04936084168412691,25.6012,25.5564,0.0448,-0.014799505305170157,-0.01936034698929845
